response,label
"Instead of being rich, you get to be poor. You're still poor. Sorry, I didnÛªt get that. Guess what. You are poor. Henry Varnum Poor was an American architect, painter, sculptor, muralist, and potter. He was a grandnephew of the Henry Varnum Poor who was a founder of the predecessor firm to Standard & Poor's.",7
"Sorry, I don't know that one. Ok, for dinner with chicken, potatoes recipes, here's a few recipes Ok, for italian using an instant pot, here's a few recipes",2
"Getting Spa station from iHeart Radio You have Damn Girl enabled. Do you want to open it? Damn girl, You're even more beautiful on the inside than you are on the outside. You have Damn Girl enabled. Do you want to open it? For Help, please visit the help pages on the Amazon web site.",4
"Ok, Here's The Scriptures Ok, Here's The Scriptures Here's a sample of Genesis from Audible. To get this book using one Audible credit, say buy this. You have one Audible credit. Ok, Here's The Scriptures <Audio only response> Ok, Here's The Scriptures Ok, Here's The Scriptures Here's a sample of Genesis from Audible. To get this book using one Audible credit, say buy this. You have one Audible credit. Ok, Here's The Scriptures <Audio only response>",1
"Welcome to the Sleeping Sounds. You can say, play the audio to begin the relaxation therapy. Welcome to the Sleeping Sounds. You can say, play the audio to begin the relaxation therapy. Welcome to the Sleeping Sounds. You can say, play the audio to begin the relaxation therapy. This is fire Welcome to the Sleeping Sounds. You can say, play the audio, to begin the relaxing list of relaxing sounds.",4
"<Audio only response> <Short audio> You have SAT Word of the Day enabled. Do you want to open it? <Short audio> You have SAT Word of the Day enabled. Do you want to open it? <Short audio> For Help, please visit the help pages on the Amazon web site.",1
"Ok, Here's Twitter Reader Ok, Here's Twitter Reader <Audio only response>",7
"You have The Body Coach enabled. Do you want to open it? <Short audio> <Short audio> Here's a sample of The Victors, by The University of Michigan Marching Band, on Amazon Music. You have The Body Coach enabled. Do you want to open it? <Short audio> <Short audio>",10
"Alarms are not currently supported on this device. Sorry, I didnÛªt catch that. You have sleepy time enabled. Do you want to open it? Tell me what time you want to wake up, or when you are going to sleep. Tell me what time you want to wake up, or when you are going to sleep. Have a good nights sleep!",7
Here's your odd fact: A giraffe can clean its ears with its 21-inch tongue! You have Odd Facts enabled. Do you want to open it? Here's your odd fact: More people are allergic to cow's milk than any other food. You have Odd Facts enabled. Do you want to open it? You have Odd Facts enabled. Do you want to open it? You have Odd Facts enabled. Do you want to open it?,7
"Here's your fact: Taco Bell started as BellÛªs Hamburgers and Hot Dogs in San Bernardino, CA back in 1950 by Glen W. Bell Jr. BellÛªs Hamburgers and Hot Dogs began as a hamburger stand selling fast foods such as burgers, hot dogs, fries, and shakes. Then, taking advantage that his stand was located in a Hispanic neighborhood, Bell started selling crispy-hard-shell tacos at 19 cents each. Here's your fact: Tacos predate the Europeans in Mexico and were discovered to be the food of choice by the indigenous folk in the Valley of Mexico. Obviously the Spanish wanted to stake their claim on such fine fare, and dubbed them, tacos. Here's your fact: October 3rd is National Taco Day. Here's your fact: Taco Bell started as Bellâs Hamburgers and Hot Dogs in San Bernardino, CA back in 1950 by Glen W. Bell Jr. Bellâs Hamburgers and Hot Dogs began as a hamburger stand selling fast foods such as burgers, hot dogs, fries, and shakes. Then, taking advantage that his stand was located in a Hispanic neighborhood, Bell started selling crispy-hard-shell tacos at 19 cents each. For Help, please visit the help pages on the Amazon web site.",7
"You have Dad Jokes enabled. Do you want to open it? Rest in peace boiled water. You will be mist. You have Dad Jokes enabled. Do you want to open it? You have Can my dog eat? enabled. Do you want to open it? You can say can my dog eat apples, or other food type ... What can I help you with? You can say can my dog eat apples, or other food type ... What can I help you with? Sorry, I'm having trouble accessing your Can my dog eat? skill right now Sorry, I'm having trouble accessing your Can my dog eat? skill right now You have Can my dog eat? enabled. Do you want to open it? You can say can my dog eat apples, or other food type ... What can I help you with? You can say can my dog eat apples, or other food type ... What can I help you with? Sorry, I'm having trouble accessing your Can my dog eat? skill right now Sorry, I'm having trouble accessing your Can my dog eat? skill right now",7
"For Help, please visit the help pages on the Amazon web site.",14
"Sorry, I don't know that. I couldn't find any enabled video skills that can find that. Go to the Alexa app to manage your video skills and devices. You have Flic Movie Finder enabled. Do you want to open it? <Audio only response> You have Flic Movie Finder enabled. Do you want to open it? What movie can I help you find today? I can help you find your favorite movies! Simply tell me the name of the movie you're looking for and I'll tell you a list of all the places you can watch it! Anytime you're in the Flic Finder Skill, you can interrupt by saying my name and then the movie title you are looking for. For example, say 'Alexa, Titanic' or 'Alexa, Find Titanic'. So, what movie can I help you find today? Thanks for using Flic Finder to search for your favorite movies! Have a great day! What movie can I help you find today? I can help you find your favorite movies! Simply tell me the name of the movie you're looking for and I'll tell you a list of all the places you can watch it! Anytime you're in the Flic Finder Skill, you can interrupt by saying my name and then the movie title you are looking for. For example, say 'Alexa, Titanic' or 'Alexa, Find Titanic'. So, what movie can I help you find today? Thanks for using Flic Finder to search for your favorite movies! Have a great day! What movie can I help you find today? I can help you find your favorite movies! Simply tell me the name of the movie you're looking for and I'll tell you a list of all the places you can watch it! Anytime you're in the Flic Finder Skill, you can interrupt by saying my name and then the movie title you are looking for. For example, say 'Alexa, Titanic' or 'Alexa, Find Titanic'. So, what movie can I help you find today? Thanks for using Flic Finder to search for your favorite movies! Have a great day!",5
"Sorry, Iäó»m not sure about that. You have I'm Driving enabled. Do you want to open it? Thanks for Trying I'm driving. You'll need to complete account linking to start using the skill. I've sent a card to the alexa app to help you get started. You have I'm Driving enabled. Do you want to open it? Hmm, I don't know that one.",4
"Ok, Here's My Chef - Kitchen Assistant by Chefling Ok, for dinner , here's a few recipes milk added to your Shopping list.",2
Lil Pump contains mature content that may not be suitable for all ages Lil Pump contains mature content that may not be suitable for all ages Lil Pump says: Lil Pump says: Lil Pump says:,7
"Sorry, I'm not sure. Sorry, I'm not sure.",1
"Here's your news. Here's your news. Here's your news. Sorry, I don't know that. For Help, please visit the help pages on the Amazon web site.",0
Here's your news. Here's your news. KSL Newsradio from TuneIn.,13
According to another Amazon customer: Specifying the research question is the methodological point of departure of scholarly research in both the natural and social sciences. The research will answer ...Overview åá Types and purpose åá Quantitative study åá Related terms You have Chompers enabled. Do you want to open it? You have Chompers enabled. Do you want to open it? You have Chompers enabled. Do you want to open it? You were listening to Chompers. Would you like to resume? <Audio only response>,4
"Sorry, I don't know that. Hmm, I'm not sure. Hmm, I don't know that one. Ok, Here's StockTicker I can help you get the latest price for a stock. You can simply open Stock Ticker and ask a question like, What's the stock price for Amazon. Or you can say exit to quit this skill. There maybe times where I have trouble recognizing or looking up a Company's name. For these cases, I am able to look up stock symbols as well. For stock symbol lookups, just replace the company name with the symbol, like, What's the stock price for GOOGL. Now, what company should I look up? Goodbye!",0
"Welcome to the Tough Guy Joke application, you can say tell me a joke You have Toughguy enabled. Do you want to open it? Welcome to the Tough Guy Joke application, you can say tell me a joke The class object inherits from Chuck Norris Tough Guy contains mature content that may not be suitable for all ages For Help, please visit the help pages on the Amazon web site.",7
"Ok, Here's Good Housekeeping You have wikiHow enabled. Do you want to open it? Hi! Ask me how to do anything. How to Puree Chicken for a Baby. 9 steps. Step 1. Purchase the necessary ingredients. Youâll need chicken (breasts or thighs work well) and fruits or vegetables of your choice. Make sure you also have a saucepan and blender or food processor on hand. Try to find the freshest chicken available. You may be able to find fresher (and often cheaper) chicken from local butchers and vendors, rather than using supermarket chains. Do some research online to find the best sources in your area. Wherever you buy your chicken, make sure it has a U.S.D.A grade A rating on the package, and check the sell-by date as well. Say 'NEXT', to get the next step You have wikiHow enabled. Do you want to open it? Hi! Ask me how to do anything. How to Freeze Tomatoes. To freeze tomatoes without blanching, start by rinsing whole tomatoes and removing any stems. Then, set the tomatoes on a cookie sheet and place it in the freezer until they are frozen. Once they are frozen, take the tomatoes out and place them in a sealable plastic bag. Push all of the air out of the bag before sealing, and place it back in the freezer. To use your frozen tomatoes, run them under warm water until they thaw out. Say âREAD STEPSâ, if you want me to read each step in detail.",2
"Ok, Here's Compliment Bot Here's your compliment: My goodness, someone has been working out You have Damn Girl enabled. Do you want to open it? Damn girl, Being around you is like being on a happy little vacation. You have Damn Girl enabled. Do you want to open it? Here's your compliment: The road is full of bumps, things will eventually smooth over because you are strong For Help, please visit the help pages on the Amazon web site.",4
"'Idiom' is usually defined as an expression whose meanings cannot be inferred from the meanings of the words that make it up or, alternatively, a manner of speaking that is natural to native speakers of a language. Sorry, I don't know that one. random jokes contains mature content that may not be suitable for all ages",1
"Welcome to tide guide. I can give you the high and low tide times for many coastal locations. Supported phrases include: What are the high tides for Santa Barbara? What are the tides for Los Angeles on Tuesday? What is the next low tide in Boston? and set my default city and state to Miami, Florida. If you set a default city and state you simply have to say, What are the tides today. Which city or location would you like the tide report for? Hmm, I'm not sure. You have TideGuide enabled. Do you want to open it? Welcome to tide guide. I can give you the high and low tide times for many coastal locations. Supported phrases include: What are the high tides for Santa Barbara? What are the tides for Los Angeles on Tuesday? What is the next low tide in Boston? and set my default city and state to Miami, Florida. If you set a default city and state you simply have to say, What are the tides today. Which city or location would you like the tide report for? The National Oceanic tide service does not monitor tides for which cities are supported.. You have TideGuide enabled. Do you want to open it? Welcome to tide guide. I can give you the high and low tide times for many coastal locations. Supported phrases include: What are the high tides for Santa Barbara? What are the tides for Los Angeles on Tuesday? What is the next low tide in Boston? and set my default city and state to Miami, Florida. If you set a default city and state you simply have to say, What are the tides today. Which city or location would you like the tide report for? Tide guide is a skill that will give you the high and low tide for a specific coastal location. If tide guide cannot find the specified location, it will try to find a know location within 100 miles. Supported phrases include: What are the high tides for Santa Barbara? What are the tides for Los Angeles on Tuesday? What is the next low tide in Boston? and set my default city and state to Miami, Florida. If you set a default city and state you simply have to say, What are the tides today. Which city or location would you like the tide report for? Goodbye",1
"Hmm, I don't know that. I canÛªt look up your personal contact information yet. I couldn't find memories about that. Hmm, I'm not sure. For Help, please visit the help pages on the Amazon web site.",0
"Sorry, IÛªm not sure about that. <Audio only response> Sorry, IÛªm not sure about that. <Audio only response> For Help, please visit the help pages on the Amazon web site.",4
"Welcome back to za za zoos Mind Maze. I see you are new to Maze Challenge. Let's start you with a two dimensional maze. You are in position 3, 3 and are trying to get to position 0, 0. You can move West, East, South and North. You are at 3, 3. You can only go South. Which way would you like to go? Welcome back to za za zoos Mind Maze. You have a maze in progress. Would you like to continue? You are currently escaping a two dimensional maze. You are at 3, 3. The only exit is South. Which way would you like to go? Welcome back to za za zoos Mind Maze. You have a maze in progress. Would you like to continue? You are at 3, 2. There are exits [South, North]. Which way would you like to go? Welcome to za za zoos Mind Maze. You have a maze in progress. Would you like to continue? Say ""yes"" to continue your current game or ""no"" to start a new game. What would you like to do now? Thank you for playing. Have a nice day. If you want to try our fantasy adventure game, say 'OK Google, talk to 6 Swords'.",3
"Sorry, I'm not sure. Sorry, I don't know that one. I never mean to be mean. Hmm, I don't know that one. You can always send feedback through the Help and Feedback section of the Alexa app. Sorry, I don't know that. Sorry, I don't know that. I never mean to be mean. Sorry, I don't know that one. You can always send feedback through the Help and Feedback section of the Alexa app. Hmm, I don't know that one. For Help, please visit the help pages on the Amazon web site.",7
"Welcome to Meditation Studio. Weäó»re happy youäó»re here. We have guided meditations to help you feel great. You can request a meditation by topic, teacher or meditation. Our topics on Alexa are Sleep, Stress, Happiness and Performance. What would you like to play today? 'Next' is usually defined as immediately following in time or order. Ok, Here's The Art of Living Looks like you need help. In this skill You can Meditate, Listen to a wisdom talk, listen to a bhajan or hear wisdom from Gurudev Sri Sri Ravi Shankar. To start guided meditation, You can say start meditation, to listen to wisdom, you can say start wisdom. To Listen to bhajan you can say, start bhajan. What would you like to do? Thank you for using the Art of Living Skill. Hope to see you soon.",4
"You have Scary Monster enabled. Do you want to open it? You have Scary Monster enabled. Do you want to open it? I couldn't find any enabled video skills that can play that. Go to the Alexa app to manage your video skills and devices. <Audio only response> <Short audio> For Help, please visit the help pages on the Amazon web site.",7
"Sorry, I don't know that. You have Mayo Clinic First Aid enabled. Do you want to open it? Welcome to Mayo First Aid. The information provided is not a substitute for advice from a medical professional.What can I help you with? There are 33, sub topics found, for treatment alexa, ask doctor dex burn., you can say Treatment When to get medical care or When to get emergency careIf I misunderstood you, please repeat the first aid topic. Otherwise, you can ask me about another first aid topic. What can I help you with? Sorry, I'm not sure. According to Mayo Clinic: Seizure symptoms may include temporary confusion, staring off into space, uncontrollable jerking movements of the arms and legs, or loss of consciousness or awareness. You may also experience mental or emotional symptoms, like fear, anxiety, or dí©jíæ vu. In severe cases, seizures may cause an abrupt loss of consciousness, body stiffening and shaking, and sometimes loss of bladder control or biting the tongue. Sorry, I don't know that. For Help, please visit the help pages on the Amazon web site.",4
"I've set your default location to Chicago Illinois. You can now set custom units for your future forecast reports by saying: set forecast units, or you could get weather forecast by saying: what is the forecast? Right now in Miami Florida it's 79 degrees Fahrenheit with a relative humidity of 50%. Winds are blowing Northeast at around 2 miles per hour.. Is there anything else I can do for you? Forecast reports for tonight in Atlanta Georgia shows that it is CLEAR. LOWS IN THE MID 40S. LIGHT AND VARIABLE WINDS. Is there anything else I can do for you? Here are some things you can say: Get current conditions in Chicago.Get current conditions in Chicago, Illinois. Get current conditions in zipcode 61529. If you ask for current conditions without saying a location, I'll use your default location. To set your default location, say something like, Set my default location to Chicago, or, Set my default location to zipcode 61529. Okey dokey! see you later. Hey! What would you like to know now? Here are some things you can say: Get current conditions in Chicago.Get current conditions in Chicago, Illinois. Get current conditions in zipcode 61529. If you ask for current conditions without saying a location, I'll use your default location. To set your default location, say something like, Set my default location to Chicago, or, Set my default location to zipcode 61529. Okey dokey! see you later. Hey! What would you like to know now? Here are some things you can say: Get current conditions in Chicago.Get current conditions in Chicago, Illinois. Get current conditions in zipcode 61529. If you ask for current conditions without saying a location, I'll use your default location. To set your default location, say something like, Set my default location to Chicago, or, Set my default location to zipcode 61529. Okey dokey! see you later.",13
"Please enable Location permissions in the Amazon Alexa app. You have Cuckoo Clock enabled. Do you want to open it? Please enable Location permissions in the Amazon Alexa app. You have Cuckoo Clock enabled. Do you want to open it? Please enable Location permissions in the Amazon Alexa app. For Help, please visit the help pages on the Amazon web site.",12
"Here's your fact: Yolk colors can change depending on the hen's diet. They can be any color between a bright orange and a pale white. Here's your fact: If your egg cracks and makes a mess, douse it with salt for a quick cleanup. Here's your fact: Older hens produce larger eggs. Here's your fact: Older hens produce larger eggs. For Help, please visit the help pages on the Amazon web site.",2
"You have Persuade Me. enabled. Do you want to open it? Welcome to Persuade Me!! I will give you 4 subjects that were written by the 3rd grade HEROES in Alpharetta, Georgia, as part of their persuasive writing unit. Please choose a number between 1 and 4 to begin. Welcome to Persuade Me!! I will give you 4 subjects that were written by the 3rd grade HEROES in Alpharetta, Georgia, as part of their persuasive writing unit. Please choose a number between 1 and 4 to begin. Welcome to Persuade Me!! I will give you 4 subjects that were written by the 3rd grade HEROES in Alpharetta, Georgia, as part of their persuasive writing unit. Please choose a number between 1 and 4 to begin. This might answer your question: Amazon Alexa started in 2014.",1
"Welcome to Category Facts. To hear a random fact you can say 'Tell me a fact', or to hear about the premium categories for purchase, say 'What can I buy'. For help, say , 'Help me'... So, What can I help you with? Welcome to Category Facts. To hear a random fact you can say 'Tell me a fact', or to hear about the premium categories for purchase, say 'What can I buy'. For help, say , 'Help me'... So, What can I help you with? <Audio only response> Welcome to Category Facts. To hear a random fact you can say 'Tell me a fact', or to hear about the premium categories for purchase, say 'What can I buy'. For help, say , 'Help me'... So, What can I help you with? To learn more about a product, say 'Tell me more about', followed by the product name. If you are ready to buy, say 'Buy', followed by the product name. So what can I help you with? We hope you enjoyed Category Facts! If you liked this fact skill, please rate us with some stars! Your feedback is important to us and the Alexa skill store will detail how and when this skill will get updated. Thanks again, and come back soon!",3
"You have Big Sky enabled. Do you want to open it? "" Welcome to big sky. I've sent a card to the home screen of the alexa app. Click on manage permissions to allow Big Sky access to your device address. For the most accurate hyperlocal forecasts, and to customize your report, you'll need to link your account. After saving permissions, click on settings, and then link account, to get the most out of Big Sky"" You have Big Sky enabled. Do you want to open it? You have NASA Mars enabled. Do you want to open it? Welcome to NASA Mars. You can ask me questions about Mars like, how big is Mars? Or, give me a curiosity rover update. I have a couple answers that might relate to that question. Try asking me: Where can I find what time it is on Mars? or, Where can I find technical information about the Mars Science Laboratory? or, Where can I find the Mars weather report? Ok, Here's Skygaze You have Skygaze enabled. Do you want to open it? Welcome to the sky gaze skill. Sky gaze will help you find celestial objects including the planets, sun or the moon. You can ask, What can I see, or get details for a specific object by saying something like, Where is Jupiter. If you need to clear your default location, say change my location. How can I help you? I need your zip code to find objects from your location. What is your zip code? Sorry, Iâm not sure about that. For Help, please visit the help pages on the Amazon web site.",1
"I will ask you 5 questions, try to get as many right as you can. Just say the number of the answer. Let's begin. Question 1. How far is a half-court shot in feet? 1. 43. 2. 47. 3. 45. 4. 41. I will ask you 5 questions, try to get as many right as you can. Just say the number of the answer. Let's begin. Question 1. What's the size of the basketball hoop in inches? 1. 17. 2. 16. 3. 19. 4. 18. The correct answer is 4: 18. Your score is 0. Question 2. How far is a half-court shot in feet? 1. 45. 2. 41. 3. 47. 4. 43. I will ask you 5 questions, try to get as many right as you can. Just say the number of the answer. Let's begin. Question 1. What's the size of the basketball hoop in inches? 1. 17. 2. 18. 3. 16. 4. 19. The correct answer is 2: 18. Your score is 0. Question 2. How far is a half-court shot in feet? 1. 43. 2. 45. 3. 47. 4. 41.",10
"Hmm, I found a few skills that might help. You have Big Sky enabled. Do you want to open it? "" Welcome to big sky. I've sent a card to the home screen of the alexa app. Click on manage permissions to allow Big Sky access to your device address. For the most accurate hyperlocal forecasts, and to customize your report, you'll need to link your account. After saving permissions, click on settings, and then link account, to get the most out of Big Sky"" You have Big Sky enabled. Do you want to open it? This might answer your question: Amazon Alexa started in 2014. Do you mean Aircraft Radar? For Help, please visit the help pages on the Amazon web site. Do you mean Aircraft Radar? For Help, please visit the help pages on the Amazon web site. Do you mean Aircraft Radar? For Help, please visit the help pages on the Amazon web site.",13
"Hmm, I have a few skills that can help. Hmm. Maybe the skill, Fitness Motivation Quote, can help. Do you want to try it? Here's a The Motivation, the movie, quote: ""After a while the sponsors were like, ""hey well where's Nyjah? You know, like he used to be in the magazines almost every month and now we never see him anymore and we're paying him all this money and he's not around."" That was the first time in my relationship with their dad where I spoke up and I felt like Adeyemi was putting his opinions in front of what was best for Nyjah. It's just about control. Eventually, Element said, ""you know, we've got to let it go. We cannot continue to pay this kid because it's a completely unmanageable relationship."""".",4
You have 7-Minute Workout enabled. Do you want to open it? <Audio only response> You have 7-Minute Workout enabled. Do you want to open it? <Short audio>,4
"I couldn't find any reiki songs.GenreNotFoundPromptMusic.PlayMusicIntenten_USdefault863f35ed-09a8-4571-9a04-5fb6b94b9a7a1Adm-20180212_202339-1 I couldn't find any reiki songs.GenreNotFoundPromptMusic.PlayMusicIntenten_USdefault863f35ed-09a8-4571-9a04-5fb6b94b9a7a1Adm-20180212_202339-1 I couldn't find any reiki songs.GenreNotFoundPromptMusic.PlayMusicIntenten_USdefault863f35ed-09a8-4571-9a04-5fb6b94b9a7a1Adm-20180212_202339-1 I couldn't find any reiki songs.GenreNotFoundPromptMusic.PlayMusicIntenten_USdefault863f35ed-09a8-4571-9a04-5fb6b94b9a7a1Adm-20180212_202339-1 For Help, please visit the help pages on the Amazon web site.",10
"You have Sound FX enabled. Do you want to open it? Sound effects can play the following sounds. rimshot, quack, bark, honk, lazer, gun shot, explosion, another explosion, burp, fart, another fart, and game over. Which would you like to hear? I'm sorry, I couldn't find a sound called world's violin You have Sound FX enabled. Do you want to open it? Sound effects can play the following sounds. rimshot, quack, bark, honk, lazer, gun shot, explosion, another explosion, burp, fart, another fart, and game over. Which would you like to hear? <Short audio> You have Sound FX enabled. Do you want to open it? Sound effects can play the following sounds. rimshot, quack, bark, honk, lazer, gun shot, explosion, another explosion, burp, fart, another fart, and game over. Which would you like to hear? <Short audio> For Help, please visit the help pages on the Amazon web site.",7
"There's a shawl in the mystery box! You have What's in the Mystery Box? enabled. Do you want to open it? There's a lamp in the mystery box! You have What's in the Mystery Box? enabled. Do you want to open it? You have What's in the Mystery Box? enabled. Do you want to open it? There's a lime in the mystery box! You have What's in the Mystery Box? enabled. Do you want to open it? There are bottle of pills in the mystery box! For Help, please visit the help pages on the Amazon web site.",7
"For Help, please visit the help pages on the Amazon web site. For Help, please visit the help pages on the Amazon web site.",3
Here's your news. Here's your news. Here's your news.,0
"I don't see an email account set up. Want me to send a link to your phone to set up your email? Welcome to the my email skill. I'm having trouble reaching Google to process your request.You can try again, say help, or say quit if you're finished. What would you like to do? Welcome to the my email skill. I'm having trouble reaching Google to process your request.You can try again, say help, or say quit if you're finished. What would you like to do?",9
"Sorry, I don't know that one. Hmm, I don't know that. <Audio only response>",10
"Hmm, I don't know that. Hmm, I don't know that one. Hmm, I'm not sure. Sorry, Iâm not sure about that. For Help, please visit the help pages on the Amazon web site. Sorry, I don't know that one. For Help, please visit the help pages on the Amazon web site. Hmm, I'm not sure. For Help, please visit the help pages on the Amazon web site.",6
"Pinoy Facts contains mature content that may not be suitable for all ages Hmm, I found a few skills that might help. Pinoy Facts contains mature content that may not be suitable for all ages",7
"Hmm. Maybe the skill, Haiku, can help. Do you want to try it? Sorry, IÛªm not sure about that. <Audio only response>",7
"You are using this device the first time to play Connect-Four. To show the game board on your device in a good quality, you must tell me, what device is this. You can change the settings later by saying the command - Change Display Settings. Please say now: Echo Show, Echo Spot or - other device. You are using this device the first time to play Connect-Four. To show the game board on your device in a good quality, you must tell me, what device is this. You can change the settings later by saying the command - Change Display Settings. Please say now: Echo Show, Echo Spot or - other device. I did not understand the device name. Play say Echo Show, Echo Spot or - other device. You are using this device the first time to play Connect-Four. To show the game board on your device in a good quality, you must tell me, what device is this. You can change the settings later by saying the command - Change Display Settings. Please say now: Echo Show, Echo Spot or - other device. I did not understand the device name. Play say Echo Show, Echo Spot or - other device. You are using this device the first time to play Connect-Four. To show the game board on your device in a good quality, you must tell me, what device is this. You can change the settings later by saying the command - Change Display Settings. Please say now: Echo Show, Echo Spot or - other device. I did not understand the device name. Play say Echo Show, Echo Spot or - other device. goodbye, have a nice day!",3
"<Audio only response> You can say can my dog eat apples, or other food type ... What can I help you with? Sorry, I'm having trouble accessing your Can my dog eat? skill right now Sorry, I'm having trouble accessing your Can my dog eat? skill right now You can say can my dog eat apples, or other food type ... What can I help you with? Sorry, I'm having trouble accessing your Can my dog eat? skill right now Sorry, I'm having trouble accessing your Can my dog eat? skill right now",7
", , I couldn't find alexa, open tibetan bowls.",4
"<Audio only response> You'd like to hear some Dance-Pop, right? Hmm, I don't know that one. <Audio only response> For Help, please visit the help pages on the Amazon web site.",3
"Welcome to the Name Game. What name should I use? Welcome to the Name Game. What name should I use? benny. benny. bo benny., banana fana fo fenny., fee fi mo menny., benny. Welcome to the Name Game. What name should I use? Alia Martine Shawkat is an American actress and artist.",7
"Welcome to Keto Guide! Let me tell you what a Keto diet is all about. Keto is a low carb high fat diet. A keto diet restricts carbs to less than 20g per day along with moderate proteins and plenty of healthy fats. Low carbs regulate your blood sugar and high fat controls your appetite. In absence of carbs, our body starts burning fats for energy. This is called ketosis. Do you want to check what we have to offer? Welcome to Keto Guide! Let me tell you what a Keto diet is all about. Keto is a low carb high fat diet. A keto diet restricts carbs to less than 20g per day along with moderate proteins and plenty of healthy fats. Low carbs regulate your blood sugar and high fat controls your appetite. In absence of carbs, our body starts burning fats for energy. This is called ketosis. Do you want to check what we have to offer? Sorry, I did not get that. Please respond with 'yes', or 'no'. Do you want to check what we have to offer? Welcome to Keto Guide! Let me tell you what a Keto diet is all about. Keto is a low carb high fat diet. A keto diet restricts carbs to less than 20g per day along with moderate proteins and plenty of healthy fats. Low carbs regulate your blood sugar and high fat controls your appetite. In absence of carbs, our body starts burning fats for energy. This is called ketosis. Do you want to check what we have to offer? Sorry, I did not get that. Please respond with 'yes', or 'no'. Do you want to check what we have to offer?",4
"Sorry, I don't know that. Sorry, I'm not sure. This might answer your question: The Mega Millions jackpot is $157,000,000.",1
"Hmm, I don't know that. Sorry, I'm not sure. Sorry, I don't know that one.",1
"Currently in Seattle, the wind is around 2 miles per hour, with a bearing of 295 degrees. The wind high for the day will be 9 miles per hour at 4:00 in the afternoon, with a low wind of 1 miles per hour at 3:00 in the morning. Sunday April 21st in boulder the wind high for the day will be 5 miles per hour at 11:00 in the morning, with a low wind of 3 miles per hour at 2:00 in the morning. Welcome to Windcast. Which city would you like wind information for?",13
"You have Gospel Library Reader enabled. Do you want to open it? Welcome to the Gospel Library Reader. Please ask me to tell you a verse by saying, Read 1st Nephi 3 verse 7 I was unable to find your book and chapter. This is a work in progress please try again You have Gospel Library Reader enabled. Do you want to open it? I was unable to find your book and chapter. This is a work in progress please try again You have Gospel Library Reader enabled. Do you want to open it? I was unable to find your book and chapter. This is a work in progress please try again",1
"This might answer your question: The Australian Broadcasting Corporation, also called ABC, was founded in 1932. It's 87 years old. You have My ABC enabled. Do you want to open it? <Audio only response> You have My ABC enabled. Do you want to open it? Welcome Back, I'm ABC. I'm with my friends Alphabet, Song and Word . To know more, just say, Alexa Help. Who do you like to call?",1
"Here's an update on Major League Baseball: On Friday, April 26, Toronto Blue Jays third baseman Vladimir Guerrero Jr. made his major league debut, going 1-for-4 with a double in a 4-2 win over the Athletics. The Los Angeles Dodgers set a record by homering in their 33rd consecutive home game. You have Fantasy Football enabled. Do you want to open it? Welcome to Fantasy Football Nerd. I can give you the news, or you can ask for updates about a specific player. How can I help you? Here is the latest news from Fantasy Football Nerd. Bucs selected Utah K Matt Gay with the No. 145 overall pick in the 2019 N F L Draft. Next, Steelers released LB Jon Bostic. Next, ESPN New York's Rich Cimini confirms the Jets are shopping LB Darron Lee. Next, Saints selected Notre Dame tight end Alize Mack with the No. 231 overall pick in the 2019 N F L Draft. Next, Cowboys selected Ohio State running back Mike Weber with the No. 218 overall pick in the 2019 N F L Draft. Be sure to check back later for more fantasy football news. Sorry, I don't know that.",10
"You have Stock Prices by Opening Bell enabled. Do you want to open it? What stock price would you like me to look up? You have Stock Prices by Opening Bell enabled. Do you want to open it? Hmm. Maybe the skill, Boston Celtics, can help. Do you want to try it? The Celtics will play tomorrow at 11:00 a.m. against the Bucks. You have Stock Prices by Opening Bell enabled. Do you want to open it? What stock price would you like me to look up? I can tell you the stock price of any publicly traded company such as Apple, Tesla, Microsoft, and many more. Which would you like? O.K.",10
"In order to track a diaper change, go to the Skills section of your Alexa App and enable Hatch Baby. In order to track nursing, go to the Skills section of your Alexa App and enable Hatch Baby. <Audio only response> Hmm, I found a few skills that might help. For Help, please visit the help pages on the Amazon web site.",4
"You have Bark Bark enabled. Do you want to open it? Woof Woof. You have Bark Bark enabled. Do you want to open it? You have Phase of the moon enabled. Do you want to open it? I will ask you 1 question. Let's begin. Question 1. What was the last Phase of the Moon? 1. Wanning Gibbous. 2. First Quarter. 3. Waxing Gibbous. 4. Full. 5. Waxing Cresent. 6. Wanning Cresent. 7. New. 8. Third Quarter. The correct phase is 7: New. You got 0 out of 1 questions correct. Thank you for playing! You have Thoughts of Dog Latest Tweet enabled. Do you want to open it? Welcome to Thoughts of Dog. You can hear the latest tweets from the best doggo on Twitter, Dog Thoughts. If you want to hear the latest thought, say New if you want to hear a random thought say random Welcome to Thoughts of Dog. You can hear the latest tweets from the best doggo on Twitter, Dog Thoughts. If you want to hear the latest thought, say New if you want to hear a random thought say random You have Thoughts of Dog Latest Tweet enabled. Do you want to open it? Welcome to Thoughts of Dog. You can hear the latest tweets from the best doggo on Twitter, Dog Thoughts. If you want to hear the latest thought, say New if you want to hear a random thought say random Thanks for opening Thoughts of Dog Latest Tweet. Do you want to start the experience? If you love a great thought from a good doggo, keep checking back for more by saying, ""Alexa, open Thoughts of Dog"" and follow at dog underscore feelings on twitter.",3
